Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Monroe,12/16/2020,86,82,5022,170271,50.5,48.2,2949.4,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Washington,10/22/2020,50,31.1,1833,206865,24.2,15.1,886.1,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Erie,12/26/2020,118,187.4,11282,269728,43.7,69.5,4182.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pennsylvania,10/31/2020,2088,2277.6,211910,12801989,16.3,17.8,1655.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lawrence,06/23/2020,1,1,97,85512,1.2,1.2,113.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Luzerne,07/21/2020,4,8.4,3115,317417,1.3,2.7,981.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Clinton,03/23/2021,20,10.6,3022,38632,51.8,27.4,7822.5,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lawrence,04/29/2020,1,0.4,67,85512,1.2,0.5,78.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Fayette,06/07/2020,0,0,101,129274,0,0,78.1,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Northampton,06/09/2020,17,11.1,3213,305285,5.6,3.6,1052.5,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Adams,12/19/2020,39,88.1,3669,103009,37.9,85.6,3561.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Delaware,02/08/2021,157,141.3,38622,566747,27.7,24.9,6814.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Luzerne,02/15/2021,74,74.3,24265,317417,23.3,23.4,7644.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Montgomery,02/20/2021,127,168.7,52809,830915,15.3,20.3,6355.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Lawrence,09/27/2020,9,4.4,534,85512,10.5,5.2,624.5,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Northampton,11/29/2020,101,152.3,9187,305285,33.1,49.9,3009.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Philadelphia,06/05/2020,122,113.1,18768,1584064,7.7,7.1,1184.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Venango,09/06/2020,2,0.6,83,50668,3.9,1.1,163.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Mercer,05/03/2020,0,0.1,68,109424,0,0.1,62.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Schuylkill,02/12/2021,49,35.4,11733,141359,34.7,25.1,8300.1,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Centre,07/21/2020,6,5.6,305,162385,3.7,3.4,187.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Armstrong,01/28/2021,15,18.7,4608,64735,23.2,28.9,7118.3,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Northampton,03/28/2021,100,159.7,30081,305285,32.8,52.3,9853.4,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lawrence,01/01/2021,51,43.1,4326,85512,59.6,50.5,5058.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Venango,08/02/2020,1,1.3,68,50668,2,2.5,134.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lebanon,10/17/2020,31,33.6,2586,141793,21.9,23.7,1823.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Bucks,01/06/2021,527,353.4,33061,628270,83.9,56.3,5262.2,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Chester,11/20/2020,191,165.9,10875,524989,36.4,31.6,2071.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Columbia,10/08/2020,12,8.1,997,64964,18.5,12.5,1534.7,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Columbia,10/19/2020,5,2.9,1033,64964,7.7,4.4,1590.1,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Clarion,02/19/2021,8,6.9,2655,38438,20.8,17.8,6907.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Schuylkill,05/02/2020,8,10.3,398,141359,5.7,7.3,281.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bucks,04/21/2020,84,95.9,2107,628270,13.4,15.3,335.4,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Montgomery,04/10/2020,165,164.4,2217,830915,19.9,19.8,266.8,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Allegheny,02/18/2021,276,233.3,74293,1216045,22.7,19.2,6109.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Cambria,10/16/2020,38,18.4,893,130192,29.2,14.2,685.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lawrence,11/18/2020,44,40.7,1738,85512,51.5,47.6,2032.5,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Pennsylvania,06/22/2020,507,462,83015,12801989,4,3.6,648.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Erie,05/25/2020,6,10.7,226,269728,2.2,4,83.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lycoming,03/22/2021,32,25.3,9912,113299,28.2,22.3,8748.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lehigh,02/07/2021,50,100.6,29066,369318,13.5,27.2,7870.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Union,03/29/2021,4,8.6,5400,44923,8.9,19.1,12020.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
York,10/07/2020,33,47,5315,449058,7.3,10.5,1183.6,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Westmoreland,01/02/2021,146,235.3,19987,348899,41.8,67.4,5728.6,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Allegheny,09/01/2020,61,61.6,10455,1216045,5,5.1,859.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Delaware,01/06/2021,587,273,31818,566747,103.6,48.2,5614.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Monroe,02/20/2021,28,33.6,9457,170271,16.4,19.7,5554.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Luzerne,08/06/2020,11,22.1,3440,317417,3.5,7,1083.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Perry,07/10/2020,1,0.7,96,46272,2.2,1.5,207.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Philadelphia,09/12/2020,90,86.3,30695,1584064,5.7,5.4,1937.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Bradford,05/26/2020,1,0.7,48,60323,1.7,1.2,79.6,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Cameron,04/01/2021,1,0.9,279,4447,22.5,19.3,6273.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Armstrong,06/11/2020,2,0.4,67,64735,3.1,0.7,103.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lancaster,09/02/2020,46,46.7,6924,545724,8.4,8.6,1268.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Clinton,03/11/2021,8,6.3,2918,38632,20.7,16.3,7553.3,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
York,09/22/2020,44,38.6,4614,449058,9.8,8.6,1027.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,09/10/2020,60,46,4000,449058,13.4,10.2,890.8,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Erie,03/17/2021,54,35.4,18229,269728,20,13.1,6758.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Armstrong,01/10/2021,25,56.6,4066,64735,38.6,87.4,6281,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lebanon,03/03/2021,29,28.3,12954,141793,20.5,19.9,9135.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Armstrong,05/08/2020,0,0.4,54,64735,0,0.7,83.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
York,11/22/2020,99,223.7,9817,449058,22,49.8,2186.1,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Armstrong,06/24/2020,0,0.4,71,64735,0,0.7,109.7,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Philadelphia,08/02/2020,74,128.3,25877,1584064,4.7,8.1,1633.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Monroe,12/02/2020,111,78,3702,170271,65.2,45.8,2174.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Luzerne,10/22/2020,72,59.3,5052,317417,22.7,18.7,1591.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Philadelphia,05/27/2020,131,159.6,17608,1584064,8.3,10.1,1111.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Butler,10/18/2020,10,20.4,1433,187853,5.3,10.9,762.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Butler,11/10/2020,87,78.1,2588,187853,46.3,41.6,1377.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Venango,01/27/2021,21,14,3091,50668,41.4,27.6,6100.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Columbia,04/15/2020,14,11.7,151,64964,21.6,18,232.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Perry,10/19/2020,4,7,342,46272,8.6,15.1,739.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Montgomery,07/25/2020,58,51.4,9669,830915,7,6.2,1163.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Bradford,01/24/2021,30,26.4,3898,60323,49.7,43.8,6461.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Luzerne,11/23/2020,136,165.9,8591,317417,42.8,52.3,2706.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Union,10/23/2020,8,6.4,696,44923,17.8,14.3,1549.3,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Pennsylvania,09/26/2020,916,857,157797,12801989,7.2,6.7,1232.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,04/01/2021,4883,4057.7,1034125,12801989,38.1,31.7,8077.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,02/21/2021,76,103.6,35084,421164,18,24.6,8330.2,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Blair,01/19/2021,54,63.6,9488,121829,44.3,52.2,7788,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Allegheny,04/15/2020,24,26.6,971,1216045,2,2.2,79.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Crawford,04/28/2020,0,0.1,23,84629,0,0.2,27.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Dauphin,03/28/2021,45,63.4,22188,278299,16.2,22.8,7972.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Luzerne,03/08/2021,70,51.9,25392,317417,22.1,16.3,7999.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Centre,03/10/2021,37,31.7,13314,162385,22.8,19.5,8199,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Clinton,03/05/2021,2,9.9,2876,38632,5.2,25.5,7444.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Crawford,03/15/2021,11,9.6,6579,84629,13,11.3,7773.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Cameron,12/30/2020,6,2.6,148,4447,134.9,57.8,3328.1,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Philadelphia,07/02/2020,161,118.3,21705,1584064,10.2,7.5,1370.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Philadelphia,08/12/2020,167,137.1,27218,1584064,10.5,8.7,1718.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Pennsylvania,09/25/2020,936,823.9,156881,12801989,7.3,6.4,1225.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,10/15/2020,1608,1402.1,180494,12801989,12.6,11,1409.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Cumberland,01/17/2021,74,104.4,12715,253370,29.2,41.2,5018.4,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Venango,10/18/2020,2,6.9,186,50668,3.9,13.5,367.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Tioga,03/02/2021,0,3.6,2478,40591,0,8.8,6104.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Venango,04/14/2020,0,0.1,8,50668,0,0.3,15.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Allegheny,04/26/2020,6,23.7,1250,1216045,0.5,2,102.8,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Cumberland,03/04/2021,28,90.1,16707,253370,11.1,35.6,6593.9,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Philadelphia,03/30/2021,543,528.7,125290,1584064,34.3,33.4,7909.4,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Cameron,03/05/2021,3,0.6,264,4447,67.5,12.8,5936.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Lebanon,03/11/2021,37,26.3,13166,141793,26.1,18.5,9285.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Delaware,09/13/2020,31,38.1,11074,566747,5.5,6.7,1954,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lebanon,10/20/2020,30,35.7,2681,141793,21.2,25.2,1890.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lawrence,02/13/2021,10,22.7,5802,85512,11.7,26.6,6785,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Venango,10/31/2020,6,12.1,313,50668,11.8,24,617.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lawrence,07/05/2020,6,2.9,129,85512,7,3.3,150.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Columbia,03/13/2021,3,8,4761,64964,4.6,12.3,7328.7,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Crawford,12/13/2020,96,177.7,3802,84629,113.4,210,4492.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Chester,03/29/2020,13,17.9,160,524989,2.5,3.4,30.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lycoming,09/16/2020,7,5.9,623,113299,6.2,5.2,549.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Wayne,02/26/2021,11,12,3058,51361,21.4,23.4,5953.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Philadelphia,01/29/2021,622,451.9,104790,1584064,39.3,28.5,6615.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Cumberland,03/03/2021,54,94.6,16679,253370,21.3,37.3,6582.9,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cameron,12/23/2020,4,3.6,130,4447,89.9,80.3,2923.3,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Lycoming,03/19/2021,44,26.1,9853,113299,38.8,23.1,8696.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Juniata,03/10/2021,1,3.3,1855,24763,4,13.3,7491,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Venango,07/12/2020,3,1.9,41,50668,5.9,3.7,80.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lackawanna,07/10/2020,3,4.7,1765,209674,1.4,2.2,841.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Northampton,01/05/2021,289,235.9,18119,305285,94.7,77.3,5935.1,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Berks,02/10/2021,127,130.3,33994,421164,30.2,30.9,8071.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lawrence,04/01/2021,42,21.9,6670,85512,49.1,25.6,7800.1,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Luzerne,07/10/2020,11,7.3,3027,317417,3.5,2.3,953.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Adams,11/08/2020,17,23.6,1379,103009,16.5,22.9,1338.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Schuylkill,07/01/2020,3,3,758,141359,2.1,2.1,536.2,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Fayette,05/10/2020,1,0.4,93,129274,0.8,0.3,71.9,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Allegheny,07/18/2020,147,188.3,6301,1216045,12.1,15.5,518.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Northampton,01/31/2021,143,223.6,23668,305285,46.8,73.2,7752.8,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,02/09/2021,3009,3817,882330,12801989,23.5,29.8,6892.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lehigh,02/01/2021,114,180.1,28476,369318,30.9,48.8,7710.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Delaware,09/15/2020,37,38.4,11146,566747,6.5,6.8,1966.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Armstrong,08/19/2020,17,4.4,271,64735,26.3,6.8,418.6,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Monroe,12/05/2020,66,88.7,4051,170271,38.8,52.1,2379.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lawrence,10/24/2020,21,18.7,845,85512,24.6,21.9,988.2,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Luzerne,02/03/2021,105,110.9,23257,317417,33.1,34.9,7327,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Cameron,01/02/2021,0,3.6,160,4447,0,80.3,3597.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Delaware,12/01/2020,386,245.4,20945,566747,68.1,43.3,3695.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lawrence,03/15/2021,14,15.6,6306,85512,16.4,18.2,7374.4,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Greene,03/01/2021,6,5.6,2674,36233,16.6,15.4,7380,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Adams,01/01/2021,52,78.7,4748,103009,50.5,76.4,4609.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Armstrong,08/29/2020,0,4.4,318,64735,0,6.8,491.2,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Crawford,05/18/2020,0,0,25,84629,0,0,29.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lackawanna,09/20/2020,3,12.3,2425,209674,1.4,5.9,1156.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Wyoming,10/10/2020,3,0.7,90,26794,11.2,2.7,335.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cambria,02/20/2021,13,29.1,11530,130192,10,22.4,8856.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Berks,10/09/2020,69,59.4,7736,421164,16.4,14.1,1836.8,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Westmoreland,05/01/2020,3,5.3,399,348899,0.9,1.5,114.4,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Bucks,10/26/2020,64,62.6,10186,628270,10.2,10,1621.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lancaster,11/01/2020,103,89.3,10069,545724,18.9,16.4,1845.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Cambria,11/27/2020,291,186.6,4326,130192,223.5,143.3,3322.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Northampton,04/21/2020,46,45.9,1635,305285,15.1,15,535.6,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Bradford,05/19/2020,0,0.3,43,60323,0,0.5,71.3,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Berks,10/27/2020,134,106.4,9294,421164,31.8,25.3,2206.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Allegheny,09/22/2020,52,64.4,11892,1216045,4.3,5.3,977.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Schuylkill,11/02/2020,41,42.7,2307,141359,29,30.2,1632,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Adams,11/29/2020,25,35.6,2047,103009,24.3,34.5,1987.2,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Monroe,02/02/2021,27,52.3,8755,170271,15.9,30.7,5141.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Northampton,03/10/2021,119,78.7,27766,305285,39,25.8,9095.1,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Armstrong,02/26/2021,10,7,4894,64735,15.4,10.8,7560.1,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Venango,07/30/2020,2,1.6,67,50668,3.9,3.1,132.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Luzerne,01/03/2021,56,208.7,18035,317417,17.6,65.8,5681.8,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Northumberland,01/05/2021,96,90.3,5485,90843,105.7,99.4,6037.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lawrence,05/17/2020,0,0.4,75,85512,0,0.5,87.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Cameron,03/11/2021,2,0.7,266,4447,45,16.1,5981.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Armstrong,11/13/2020,47,38.7,1207,64735,72.6,59.8,1864.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
York,10/02/2020,38,38.7,5061,449058,8.5,8.6,1127,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Philadelphia,12/01/2020,1480,828.9,64699,1584064,93.4,52.3,4084.4,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Erie,03/18/2021,21,33.9,18250,269728,7.8,12.6,6766.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Clinton,02/05/2021,21,12.6,2606,38632,54.4,32.5,6745.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Huntingdon,11/12/2020,33,21.7,1329,45144,73.1,48.1,2943.9,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Adams,01/29/2021,40,46.9,6560,103009,38.8,45.5,6368.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Crawford,03/09/2021,3,9,6515,84629,3.5,10.6,7698.3,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lackawanna,12/05/2020,60,94,5899,209674,28.6,44.8,2813.4,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Monroe,11/16/2020,32,45.6,2663,170271,18.8,26.8,1564,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lawrence,11/16/2020,47,43.4,1651,85512,55,50.8,1930.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Washington,09/21/2020,8,8.6,1295,206865,3.9,4.1,626,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Cameron,12/25/2020,3,3.6,135,4447,67.5,80.3,3035.8,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Northampton,06/24/2020,12,11.6,3370,305285,3.9,3.8,1103.9,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lancaster,01/29/2021,273,352.9,38189,545724,50,64.7,6997.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Wayne,02/09/2021,15,13.3,2856,51361,29.2,25.9,5560.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Franklin,01/18/2021,150,87.6,10787,155027,96.8,56.5,6958.1,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Beaver,03/05/2020,0,,0,163929,0,,0,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
McKean,02/24/2021,3,6.1,3026,40625,7.4,15.1,7448.6,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Adams,04/12/2020,7,4.4,61,103009,6.8,4.3,59.2,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Wyoming,06/25/2020,0,0.1,39,26794,0,0.5,145.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Clearfield,11/26/2020,31,58.3,1527,79255,39.1,73.5,1926.7,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
