Gender,age range,geographical zone,Academic Status, Education Level/Certificates (You can choose more than one),social Media Platforms , emerging technologies ,How do you access your social media platforms? (You can choose more than one),How long have you been using social networking sites?,How often do you visit your Social Network accounts?,"On average, how much time do you spend daily on a social networking site?",How many of your classmates are your contacts/friends on your social networking sites?,Why do you use social networks? (You can choose more than one),Incorporating social media platforms and emerging technologies highlighted earlier will enhance my productivity as a Student,Social media platforms and emerging technologies highlighted earlier could help facilitate learning and engage students at educational institutions?,Incorporating social media and emerging technologies as a teaching tool will increase my comprehension and assimilation as a student,Educational Learning via the social media platforms will be easy for me,Educational Learning via emerging technologies highlighted earlier will be easy for me, It will be beneficial for me to become skilful at using social media platforms and emerging technologies for learning, My colleagues think I should use social media and emerging technologies for learning,My family and friends will appreciate my use of social media and emerging technologies for learning,My privacy will be infringed if social media platforms and emerging technologies are proposed for teaching and learning,Internet availability and signal strength will be a problem in using the social media and emerging technologies for learning  ,Internet data bundles affordability will be a problem in using the social media and emerging technologies for learning  ,Power availability will be a problem in using the social media and emerging technologies for learning  ,I have the technical skills to use social media platforms and emerging technologies for learning,I will be willing to use social media platforms and emerging technologies for learning., I will be willing to devote the required time and energy for my learning activities via social media platforms and emerging technologies for learning.,"If you are not willing to use nor devote time to social media and emerging technologies for learning, State Why.",Are you presently involved in e-learning using any social media platform or emerging technologies earlier highlighted?,Which elearning courses or platforms are you currently engaged in.
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;YouTube;Snapchat;Blogger.com;Tiktok,Telegram,Smatphone;Tablet or Ipad,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To learn new things,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,The data being used for online learning is too much i can't keep buying credit everyday when my parents aren't working and corona has put businessess down also the assimilation in online classes is low than in classroom.. Telegram cant work out for maths course imagine they will now be sending someone to YouTube to watch videos if they know they want to continue like this it won't help anyone even other courses than maths are hard to assimilate!!.. Presently i don't have a laptop charger and my laptop is desktop I've not been able to keep up with some classes they should be considerate and let us have our own view on this online class!! ,No,Telegram which is not even a learning platform its a social media lol
Male,15 - 25,North Central (NC),Student - Full time,SSCE,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat,Zoom,Smatphone;Tablet or Ipad,3-5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To share your experience,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,
Male,15 - 25,North Central (NC),Student - Full time,SSCE,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone;Tablet or Ipad,above 5 years,Weekly,7 - 12 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,,Yes,School on Telegram platform
Male,15 - 25,South South (SS),Student - Full time,SSCE;NCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Tiktok,Google Classroom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Availability of data bandwidth is limited. Students are more likely to gain more in a traditional learning environment than a virtual one.,Yes,Multiple computer based courses on Telegram
Male,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest,Google Classroom;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Occassionally,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Telegram and Whatsapp
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram,Zoom;Google Classroom,Laptop;Smatphone,3-5 years,Daily,Less than 1 hour,51- 100,To find information;To play games;To keep in touch with family and friends;To make new friends;For academic purposes,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Telegram 
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;WhatsApp;Telegram,Zoom,Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes;To while away time,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,This is because I'm not programmed to having online classes. I find it easier when it's a face to face class,Yes,"Telegram, zoom"
Male,15 - 25,North Central (NC),Student - Full time,"SSCE;School of Nursing, Midwifery",Twitter;Instagram;Telegram,Zoom;Facebook Live,Laptop;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,,Yes,Telegram
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Google Plus;Tiktok,Facebook Live;Web-based Elearning Platforms,Laptop;Smatphone,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,"I assimilate better in a classroom setting, because there is physical interaction between the lecturer and the students. And when you miss a point you could always approach a fellow student for help. ",Yes,Telegram
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Tiktok,Web-based Elearning Platforms,Smatphone,3-5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To share videos/ pictures/ music,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,,Yes,
Male,15 - 25,North West (NW),Student - Full time,SSCE;Undegraduate (presently in University),Instagram;WhatsApp,Google Classroom,Smatphone;Tablet or Ipad,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,,Yes,Telegram 
Male,15 - 25,South West (SW),Student - Full time,SSCE;NCE,Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat;Windows Live;Tiktok,Telegram,Laptop,3-5 years,Daily,Always online,51- 100,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,,Yes,Telegram
Female,15 - 25,North East (NE),Student - Full time,Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Blogger.com,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Microsoft's Team;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Agree,,Yes,Computer science using telegram 
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Tiktok,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,,Yes,School courses
Male,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat,Zoom;Google Classroom;Telegram,Laptop;Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,,Yes,Telegram
Male,26 - 35,South West (SW),Student - Full time,SSCE;OND;Undegraduate (presently in University),Facebook;WhatsApp,Facebook Live;Google Classroom,Laptop;Smatphone,above 5 years,Weekly,Less than 1 hour,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;To share your experience,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,It is less accurate and none practically engaging,Yes,www.saylor.org
Female,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Google Plus;WeChat;Tiktok,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,3-5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,,Yes,Cms tutorials point Khan 
Male,15 - 25,South South (SS),Student - Full time,Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;Pinterest;Snapchat,Google Classroom,Laptop;Smatphone;Tablet or Ipad,above 5 years,Occassionally,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Telegram but i dont like it
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,3-5 years,Occassionally,1 - 6 hours per day,20 - 50,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Yes,sololearn 
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),WhatsApp;Telegram;YouTube,Telegram ,Tablet or Ipad,above 5 years,Occassionally,Less than 1 hour,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,,Yes,A lot 
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Pinterest;Snapchat;Google Plus;Tiktok,Telegram,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,,Yes,"Coursera, Udemy and Google"
Male,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;Pinterest;Snapchat,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,,No,
Female,15 - 25,North Central (NC),Student - Full time,SSCE,Instagram;WhatsApp;Telegram;Snapchat,Telegram,Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To keep in touch with family and friends;To make new friends;To get latest information/gist,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Yes,Telegram
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Blogger.com,Zoom;Google Classroom;Web-based Elearning Platforms,Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,Less than 1 hour,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Yes,
Male,15 - 25,South East (SE),Student - Full time,SSCE,Facebook;Twitter;Instagram;Telegram;LinkedIn;YouTube;Snapchat;Tiktok,Zoom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Csc 226
Male,15 - 25,South East (SE),Student - Full time,SSCE,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,Zoom;Facebook Live,Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,Almost everyone,To play games;To keep in touch with family and friends;For academic purposes;To while away time,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Data cost ,Yes,Telegram 
Female,15 - 25,North West (NW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram,Zoom;telegram,Laptop;Tablet or Ipad,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;For academic purposes;To while away time,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Yes,CSC 226
Female,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Instagram;WhatsApp;Telegram;Snapchat,Zoom;Telegram,Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,Agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,,Yes,My school courses on telegram
Male,15 - 25,South South (SS),Student - Full time,SSCE;NCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat,"Zoom;Learning Management System (Moodle, Talent, Docebo etc.);Web-based Elearning Platforms",Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Interacting one on one with the lecturer is better as you can get to be more focused other than social media that something can distract you,Yes,Chemistry Physics Microsoft Access etc
Female,15 - 25,North West (NW),Student - Full time,SSCE;Undegraduate (presently in University),WhatsApp;Telegram,Zoom;Telegram,Laptop;Smatphone,3-5 years,Daily,7 - 12 hours per day,Less than 20,To find information;To keep in touch with family and friends;To share videos/ pictures/ music;To share your experience;For academic purposes,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,,Yes,"Telegram, CSC 221"
Female,15 - 25,South East (SE),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom,Laptop,1-2 years,Daily,Always online,Less than 20,To find information;To make new friends;To get latest information/gist;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Yes,Csc221
Female,15 - 25,South West (SW),Student - Part time or Distance Learning,SSCE;NCE,Instagram;WhatsApp;Telegram;Snapchat,Zoom,Smatphone,1-2 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To share videos/ pictures/ music;For academic purposes,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Yes,CSC226
Female,15 - 25,South East (SE),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom,Laptop,1-2 years,Daily,Always online,Less than 20,To find information;To make new friends;To get latest information/gist;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Yes,Csc221
Male,15 - 25,North Central (NC),Student - Full time,SSCE,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Telegram ,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,,Yes,Telegram 
Female,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom,Tablet or Ipad,1-11 months,Daily,1 - 6 hours per day,Less than 20,To find information;To follow up on my spiritual mentors ,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,,Yes,Telegram
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;Telegram;YouTube;Google Plus,Zoom;Telegram ,Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To keep in touch with family and friends;To get latest information/gist;To while away time,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Yes,"(Mcb,chm,eds,tmc,bch221)csc226,mat227"
Female,15 - 25,North Central (NC),Student - Full time,SSCE,Facebook;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat;Tiktok;triller,Web-based Elearning Platforms,Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Occassionally,7 - 12 hours per day,Less than 20,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,,Yes,
Female,15 - 25,North East (NE),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom,Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,Less than 20,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,,Yes,Telegram
Female,15 - 25,South West (SW),Student - Full time,SSCE,Instagram,Zoom,Smatphone,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Yes,Csc/telegram
Female,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;Telegram;Snapchat,Zoom;Telegram,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,,Yes,All 200 level course for 2nd semester authorized by my school (LANDMARK UNIVERSITY) 
Female,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;Tiktok,Zoom,Laptop;Smatphone,1-11 months,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;For academic purposes,Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,,Yes,csc226
Female,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Tiktok,Zoom;Telegram,Smatphone,3-5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Yes,Telegram
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),WhatsApp;Telegram,Zoom,Smatphone,1-2 years,Daily,Less than 1 hour,Less than 20,To find information;To get latest information/gist,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,
Female,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;Snapchat;Tiktok,Zoom,Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Yes,Telegram 
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Telegram,Web-based Elearning Platforms,Laptop;Smatphone,1-11 months,Daily,1 - 6 hours per day,Less than 20,To find information;For academic purposes,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Yes,
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat,Zoom,Laptop;Tablet or Ipad,above 5 years,Weekly,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Yes,Telegram
Male,15 - 25,South East (SE),Student - Full time,Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom,Laptop;Smatphone,above 5 years,Weekly,Less than 1 hour,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Microbiology 
Male,26 - 35,South West (SW),Student - Part time or Distance Learning,SSCE;OND;HND,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,"Zoom;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,,Yes,Telegram
